79	39	216	25	0	0	
174	5	104	190	0	0	
23	85	64	119	0	0	
253	50	141	106	0	0	
30	62	245	194	1	0	
161	187	93	136	0	0	
52	75	147	226	1	0	
209	225	29	96	0	1	
149	100	40	25	0	0	
138	236	38	51	0	1	
4	46	203	214	1	0	
17	18	102	118	1	0	
188	92	98	51	0	0	
102	58	29	54	0	0	
5	29	181	127	1	0	
63	12	206	151	1	0	
185	46	87	1	0	0	
236	130	69	51	0	1	
94	65	108	122	1	0	
79	84	178	119	1	0	
197	208	31	94	0	1	
69	145	214	206	0	0	
5	54	127	169	1	0	
143	242	10	11	0	1	
179	196	37	6	0	1	
22	8	211	104	1	0	
222	200	75	24	0	1	
196	243	106	149	0	0	
13	37	128	160	1	0	
121	164	80	7	0	1	
230	164	55	26	0	1	
124	148	7	47	0	1	
55	48	230	224	1	0	
72	15	141	77	0	0	
127	110	43	254	0	0	
154	86	89	61	0	0	
193	208	95	47	0	1	
210	179	62	66	0	1	
225	172	3	73	0	1	
167	131	37	228	0	0	
132	196	90	61	0	1	
91	9	251	230	1	0	
153	21	226	224	0	0	
220	100	64	20	0	0	
213	189	36	49	0	1	
224	210	43	79	0	1	
252	160	86	67	0	1	
195	127	47	94	0	1	
115	194	77	94	0	1	
87	85	236	148	1	0	
56	21	178	243	1	0	
46	11	166	208	1	0	
102	156	83	49	0	1	
26	152	219	228	0	0	
134	189	183	252	0	0	
172	134	25	69	0	1	
98	100	136	190	1	0	
132	151	47	34	0	1	
215	212	8	14	0	1	
223	183	81	33	0	1	
203	251	7	45	0	1	
123	134	37	37	0	1	
21	95	133	179	1	0	
238	116	6	120	0	0	
161	175	43	78	0	1	
142	214	79	10	0	1	
189	248	74	78	0	1	
28	3	101	193	1	0	
48	83	101	153	1	0	
102	110	4	54	0	1	
110	156	34	26	0	1	
155	225	97	188	0	0	
122	248	88	12	0	1	
162	217	18	28	0	1	
144	251	119	164	0	0	
48	24	186	143	1	0	
203	178	82	79	0	1	
203	220	90	25	0	1	
249	136	217	156	0	0	
133	125	7	47	0	1	
246	186	100	25	0	1	
183	99	245	142	0	0	
242	155	35	100	0	1	
16	100	152	196	1	0	
29	112	172	222	0	0	
231	180	22	44	0	1	
194	133	9	22	0	1	
53	198	146	219	0	0	
247	116	226	130	0	0	
91	3	117	139	1	0	
46	10	101	129	1	0	
162	171	52	79	0	1	
206	168	12	74	0	1	
15	54	122	231	1	0	
47	12	80	83	0	0	
53	36	222	172	1	0	
92	91	121	248	1	0	
183	114	152	67	0	0	
78	86	220	3	0	0	
121	151	3	30	0	1	
22	74	144	116	1	0	
101	126	51	54	0	1	
210	108	69	221	0	0	
127	150	167	106	0	0	
38	41	152	123	1	0	
174	155	7	25	0	1	
29	8	227	138	1	0	
8	79	102	207	1	0	
185	185	153	67	0	0	
98	49	239	179	1	0	
24	89	217	223	1	0	
53	46	244	107	1	0	
240	143	8	95	0	1	
50	76	202	227	1	0	
243	209	3	14	0	1	
109	142	183	251	0	0	
13	167	183	122	0	0	
160	193	87	222	0	0	
172	156	97	44	0	1	
235	205	81	92	0	1	
33	8	195	192	1	0	
82	38	206	126	1	0	
73	47	183	98	0	0	
93	64	90	91	0	0	
151	219	57	55	0	1	
68	151	246	196	0	0	
213	180	46	78	0	1	
